FECHA,DESCRIPCION,MONTO,TIPO
2025-07-04 12:45:00,TRANSFERENCIA INTERBANCARIA DE GUSTAVO DAVID JARA RAMIREZ,1.49,CUENTA
2025-07-04 12:45:00,TRANSFERENCIA DIRECTA A VINACHI FLOR DARIO FERNANDO,-3.0,CUENTA
2025-07-07 08:08:00,TRANSFERENCIA DIRECTA A RIVERA CADENA REGINA GANET,-2.75,CUENTA
2025-07-07 15:49:00,TRANSFERENCIA DIRECTA A LAI  YONGPENG,-7.4,CUENTA
2025-07-07 08:38:00,TRANSFERENCIA DIRECTA DE SEBASTIAN MATEO CHICAIZA ERAZO,13.0,CUENTA
2025-07-07 13:44:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-9.75,CUENTA
2025-07-08 12:17:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.25,CUENTA
2025-07-09 10:24:00,TRANSFERENCIA DIRECTA A CHANCUSIG NACIMBA FAUSTO ADRIAN,-0.75,CUENTA
2025-07-09 13:11:00,TRANSFERENCIA DIRECTA A CEVALLOS ALARCON EMILY CAROLINA,-3.25,CUENTA
2025-07-10 13:43:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.0,CUENTA
2025-07-11 10:17:00,TRANSFERENCIA INTERBANCARIA A SILVIA LILIANA TIPANTA CHUQUITARCO,-2.5,CUENTA
2025-07-11 10:27:00,TRANSFERENCIA INTERBANCARIA A ADRIAN LEONARDO ROSERO CORELLA,-1.5,CUENTA
2025-07-11 13:58:00,TRANSFERENCIA DIRECTA A TIOGA CORPORATION,-2.5,CUENTA
2025-07-11 17:27:00,TRANSFERENCIA INTERBANCARIA A ERIKA CRISTINA DELGADO FLORES,-2.75,CUENTA
2025-07-14 14:37:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.0,CUENTA
2025-07-14 12:39:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.25,CUENTA
2025-07-15 14:43:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.0,CUENTA
2025-07-16 09:14:00,TRANSFERENCIA DIRECTA A HONORES JAEN IVES OLIVIA,-3.25,CUENTA
2025-07-16 19:25:00,TRANSFERENCIA DIRECTA A VILLAFUERTE CASTRO MARIA FERNANDA,-7.99,CUENTA
2025-07-18 13:03:00,TRANSFERENCIA DIRECTA DE CRISTHIAN JHONEL MORENO PANEZO,13.5,CUENTA
2025-07-18 13:04:00,TRANSFERENCIA DIRECTA DE MATEO NICOLAS GUEVARA OLMEDO,13.5,CUENTA
2025-07-18 13:05:00,TRANSFERENCIA DIRECTA DE PAULA ANDREA ORAMAS VALLADARES,23.0,CUENTA
2025-07-18 15:44:00,TRANSFERENCIA INTERBANCARIA A JORDY ALEXANDER MORALES PROANO,-1.0,CUENTA
2025-07-18 15:47:00,TRANSFERENCIA INTERBANCARIA A JORDY ALEXANDER MORALES PROANO,-1.0,CUENTA
2025-07-18 18:45:00,TRANSFERENCIA DIRECTA A PROANO CHULDE BRYAN ARIEL,-1.0,CUENTA
2025-07-21 20:20:00,2507211XGVNA-MASTE BP-REC-22306700007562,-248.82,CUENTA
2025-07-21 09:34:00,PAGO TARJETA:  2230670000895647,-20.0,CUENTA
2025-07-21 10:41:00,TRANSFERENCIA DIRECTA A TOAPANTA TENORIO ERNESTO LEONIDAS,-3.5,CUENTA
2025-07-21 15:18:00,TRANSFERENCIA INTERBANCARIA A AMPARITO DEL ROCIO ERAZO TOAZO,-2.5,CUENTA
2025-07-23 14:14:00,TRANSFERENCIA INTERBANCARIA A MARIA DE LOS ANGELES SANDOVAL DOMINGUEZ,-10.5,CUENTA
2025-07-23 14:54:00,TRANSFERENCIA INTERBANCARIA A FRANCISCO FERNANDO SALVADOR VILLACIS,-0.8,CUENTA
2025-07-23 17:39:00,TRANSFERENCIA INTERBANCARIA A HERNANDEZ CARLOS MANUEL HERNANDEZ,-7.0,CUENTA
2025-07-24 07:47:00,TRANSFERENCIA DIRECTA A ORBEA NOVILLO MARTHA IRENE,-4.75,CUENTA
2025-07-24 15:10:00,TRANSFERENCIA INTERBANCARIA A ROSA MAGALI PALMA LOOR,-4.5,CUENTA
2025-07-25 16:06:00,TRANSFERENCIA INTERBANCARIA A DELI INTERNACIONAL S A IL CAPPO DI MANGI,-9.98,CUENTA
2025-07-28 19:01:00,TRANSFERENCIA INTERBANCARIA A FABIOLA BERENICE TORRES GONZALEZ,-4.5,CUENTA
2025-07-28 19:26:00,TRANSFERENCIA INTERBANCARIA A XIMENA PATRICIA HARO ORTEGA,-3.0,CUENTA
2025-07-28 13:14:00,TRANSFERENCIA DIRECTA DE ARCINIEGA BASANTES PAULINA MARIA,50.0,CUENTA
2025-07-29 13:59:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.25,CUENTA
2025-07-29 21:23:00,TRANSFERENCIA DIRECTA A RAMOS SALAZAR ANDREA PATRICIA,-80.0,CUENTA
2025-07-31 14:03:00,TRANSFERENCIA DIRECTA DE ARCENTALES ARCINIEGA ARIANNA NICOLE,10.4,CUENTA
2025-08-04 16:58:00,TRANSFERENCIA INTERBANCARIA A MARIA EMILIA CORREA RODRIGUEZ,-1.0,CUENTA
2025-08-04 14:23:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-5.5,CUENTA
2025-08-05 13:29:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.25,CUENTA
2025-08-06 15:28:00,TRANSFERENCIA DIRECTA A MAVARE ARROYO JORGE ISAAC,-17.0,CUENTA
2025-08-06 16:30:00,TRANSFERENCIA INTERBANCARIA A CELIA MERCEDES MENA JACOME,-10.0,CUENTA
2025-08-07 08:15:00,TRANSFERENCIA INTERBANCARIA A MARIA KATIUSKA ZAMBRANO CEDENO,-4.0,CUENTA
2025-08-07 14:28:00,TRANSFERENCIA INTERBANCARIA A VERDE MOJADO RESTAURANT,-10.0,CUENTA
2025-08-08 15:45:00,TRANSFERENCIA INTERBANCARIA A MARLON BOLIVAR CRESPO ALBAN,-11.0,CUENTA
2025-08-12 10:05:00,TRANSFERENCIA DIRECTA DE ARCENTALES ARCINIEGA ARIANNA NICOLE,20.0,CUENTA
2025-08-12 17:06:00,TRANSFERENCIA INTERBANCARIA A RESTAURANTE FLIPPER,-9.0,CUENTA
2025-08-12 23:25:00,TRANSFERENCIA DIRECTA A CABEZA FALCONI JENNIFER SAMIRA,-12.0,CUENTA
2025-08-12 23:35:00,CERTIFICADO DE DEPOSITO,-38000.0,CUENTA
2025-08-12 13:42:00,TRANSFERENCIA INTERBANCARIA A MECHITA RESTAURANT,-13.0,CUENTA
2025-08-12 20:01:00,TRANSFERENCIA DIRECTA A NAVARRETE COUTO JUAN JOSE,-12.0,CUENTA
2025-08-12 18:35:00,TRANSFERENCIA DIRECTA A SIGCHO CASTILLO ANGELA CAROLINA,-3.0,CUENTA
2025-08-14 13:37:00,TRANSFERENCIA INTERBANCARIA A ERIKA CRISTINA DELGADO FLORES,-2.75,CUENTA
2025-08-14 15:14:00,TRANSFERENCIA DIRECTA A PULLAS URIBE ROSA CECILIA,-15.0,CUENTA
2025-08-15 16:36:00,TRANSF. DIRECTA A FOUNES  PINTO GIOVANNY FRANCISCO,-3.0,CUENTA
2025-08-15 17:08:00,TRANSF. DIRECTA A JIMENEZ  EGAS LEANDRO IVAN,-5.0,CUENTA
2025-08-15 19:31:00,TRANSF. DIRECTA A PEREZ  GARCIA LILIANA PATRICIA,-1.6,CUENTA
2025-08-20 18:00:00,TRANSF. DEUNA A ROSA MAGALI PALMA LOOR,-10.75,CUENTA
2025-08-20 20:48:00,TRANSF. DIRECTA A PANILUISA  CHICAIZA EDISON ORLANDO,-13.8,CUENTA
2025-08-21 09:32:00,PAGO TARJETA:  2230670000895647,-20.0,CUENTA
2025-09-01 09:11:00,TRANSF. DIRECTA A PANILUISA  CHICAIZA EDISON ORLANDO,-3.4,CUENTA
2025-09-01 14:29:00,TRANSF. DEUNA A ERICK EDUARDO MOSQUERA HERRERA,-6.75,CUENTA
2025-09-02 14:25:00,TRANSF. DEUNA A GREGORY ALESSANDRO ARIAS VACA,-3.25,CUENTA
2025-09-03 13:46:00,TRANSF. DEUNA A ERICK EDUARDO MOSQUERA HERRERA,-3.75,CUENTA
2025-09-04 09:17:00,TRANSF. DIRECTA A VERKADE  MONTIEL DOMINIQUE LOURDES,-72.51,CUENTA
2025-09-05 13:11:00,TRANSF. DEUNA A DISTRIBUIDORA FARMACEUTICA ECUATORIANA DIFARE S A PHARMACYS,-13.74,CUENTA
2025-09-05 13:19:00,TRANSF. DIRECTA A SANCHEZ  JARA DAISY ELIZABETH,-4.0,CUENTA
2025-09-09 12:47:00,TRANSF. DEUNA A GREGORY ALESSANDRO ARIAS VACA,-3.25,CUENTA
2025-09-10 13:00:00,TRANSF. DIRECTA A SANCHEZ  JARA DAISY ELIZABETH,-4.0,CUENTA
2025-09-11 14:03:00,TRANSF. DEUNA A GREGORY ALESSANDRO ARIAS VACA,-3.0,CUENTA
2025-09-12 04:20:00,CANCELACION PLAZO FIJO,38000.0,CUENTA
2025-09-12 04:20:00,TRANSFERENCIA INTERIOR,116.16,CUENTA
2025-09-12 04:20:00,RETENCION RENDIMIENTO FINANCIERO,-2.32,CUENTA
2025-09-12 13:17:00,TRANSF. DIRECTA A SANCHEZ  JARA DAISY ELIZABETH,-3.75,CUENTA
2025-09-15 12:30:00,TRANSF. DIRECTA A SANCHEZ  JARA DAISY ELIZABETH,-3.75,CUENTA
2025-09-16 12:44:00,TRANSF. DIRECTA A SANCHEZ  JARA DAISY ELIZABETH,-3.75,CUENTA
2025-09-16 14:18:00,TRANSF. DIRECTA A RIVERA  NICOLALDE ALEJANDRO PATRICIO,-20.0,CUENTA
2025-09-17 12:49:00,TRANSF. DIRECTA A SANCHEZ  JARA DAISY ELIZABETH,-4.0,CUENTA
2025-09-18 12:13:00,TRANSF. DIRECTA A VILLEGAS  GARCIA MIGUEL ANGEL,-9.65,CUENTA
2025-09-18 12:25:00,TRANSF. DEUNA A ROSA VERONICA MALLA MANZANO,-12.0,CUENTA
2025-09-18 12:38:00,TRANSF. DEUNA A LA CASA DE PAPEL,-0.5,CUENTA
2025-09-18 12:44:00,TRANSF. DEUNA A ERIKA ESTEFANIA MORALES TUPIZA,-6.0,CUENTA
2025-09-18 13:32:00,TRANSF. DIRECTA A SANCHEZ  JARA DAISY ELIZABETH,-7.5,CUENTA
2025-09-19 11:52:00,TRANSF. DEUNA A DANNY ALEXIS LEON CHACON,-20.0,CUENTA
2025-09-19 12:13:00,TRANSF. DEUNA A A I INTERNATIONAL TRADING DERMASOFT CIA LTDA DERMASOFT,-18.07,CUENTA
2025-09-19 13:26:00,TRANSF. DIRECTA A SANCHEZ  JARA DAISY ELIZABETH,-3.75,CUENTA
2025-09-19 20:00:00,TRANSF. DIRECTA A PALACIOS  VELASCO ALEX ROBERTO,-3.55,CUENTA
2025-09-19 20:28:00,TRANSF. DIRECTA DE PAUL MATEO ARCOS MEZA,9.1,CUENTA
2025-09-19 22:14:00,TRANSF. DIRECTA A MARIN  CABRERA JHONNY FERNANDO,-1.0,CUENTA
2025-09-22 05:06:00,TRANSF. DIRECTA A TOAQUIZA  VEGA JONATHAN PATRICIO,-1.0,CUENTA
2025-09-22 21:51:00,2509221XGVNA-MASTE BP-REC-22306700007562,-409.71,CUENTA
2025-09-22 10:03:00,TRANSF. DIRECTA DE ARCINIEGA BASANTES PAULINA MARIA,110.0,CUENTA
2025-09-25 05:01:00,CANCELACION PLAZO FIJO,7317.0,CUENTA
2025-09-25 05:01:00,TRANSFERENCIA INTERIOR,167.68,CUENTA
2025-09-25 05:01:00,RETENCION RENDIMIENTO FINANCIERO,-3.35,CUENTA
2025-09-25 13:08:00,TRANSF. DEUNA A GREGORY ALESSANDRO ARIAS VACA,-3.0,CUENTA
2025-10-01 13:51:00,TRANSF. DEUNA A JESSENIA PATRICIA DELGADO ZAMBRANO,-7.9,CUENTA
2025-10-02 06:30:00,PAGO TARJETA INTERBANCARIA ENVIADA,-6.38,CUENTA
2025-10-02 13:40:00,TRANSF. DEUNA A ENRIQUE JAVIER VIERA MENDOZA,-4.25,CUENTA
2025-10-03 13:24:00,TRANSF. DIRECTA A CEVALLOS  ALARCON EMILY CAROLINA,-3.25,CUENTA
2025-10-06 09:43:00,TRANSF. DIRECTA A VILLACRES  CARRILLO ALICIA,-2.25,CUENTA
2025-10-06 14:39:00,TRANSF. DEUNA A ENRIQUE JAVIER VIERA MENDOZA,-7.5,CUENTA
2025-10-06 19:48:00,TRANSF. DIRECTA DE ARCENTALES ARCINIEGA ARIANNA NICOLE,25.0,CUENTA
2025-10-06 19:50:00,TRANSF. DIRECTA DE ARCENTALES ARCINIEGA ARIANNA NICOLE,25.0,CUENTA
2025-10-07 11:45:00,TRANSF. DIRECTA A PAZMIÑO  ESTRADA MAURICIO VICENTE,-2.0,CUENTA
2025-10-08 21:25:00,TRANSF. DEUNA A FABIOLA BERENICE TORRES GONZALEZ,-6.0,CUENTA
2025-10-13 10:31:00,TRANSF. DIRECTA A VILLACRES  CARRILLO ALICIA,-2.25,CUENTA
2025-10-13 13:04:00,TRANSF. DIRECTA A CHICHANDA  LOOR BETTY FABIOLA,-4.0,CUENTA
2025-10-13 17:07:00,TRANSF. DIRECTA A PANILUISA  CHICAIZA EDISON ORLANDO,-2.2,CUENTA
2025-10-13 17:20:00,TRANSF. DIRECTA DE ARCENTALES ARCINIEGA ARIANNA NICOLE,2.2,CUENTA
2025-10-13 23:30:00,TRANSF. DIRECTA A RUIZ  RIVERA JUAN DIEGO,-1.0,CUENTA
2025-10-15 13:00:00,TRANSF. DEUNA A ERICK EDUARDO MOSQUERA HERRERA,-4.0,CUENTA
2025-10-16 10:34:00,TRANSF. DIRECTA A SANCHEZ  VARELA CAROLINA ELIZABETH,-4.75,CUENTA
2025-10-16 10:56:00,TRANSF. DIRECTA A ANDRADE  PALADINES DANAHE,-2.25,CUENTA
2025-10-17 19:20:00,TRANSF. DEUNA A ROSA VERONICA MALLA MANZANO,-6.5,CUENTA
2025-10-20 14:52:00,TRANSF. DEUNA A SONIA ESTEFANY MEJIA GUERRON,-1.0,CUENTA
2025-10-21 09:32:00,PAGO TARJETA:  2230670000895647,-20.0,CUENTA
2025-10-21 12:40:00,TRANSF. INTERBANCARIA DE GUSTAVO DAVID JARA RAMIREZ,2.5,CUENTA
2025-10-21 12:42:00,TRANSF. DEUNA A AGROMIRO EC S A AGROMIRO EC,-5.85,CUENTA
2025-10-21 13:12:00,TRANSF. DIRECTA A PAZMIÑO  ESTRADA MAURICIO VICENTE,-2.4,CUENTA
2025-10-22 13:02:00,TRANSF. DIRECTA A CALERO  SANCHEZ DIEGO FERNANDO,-2.75,CUENTA
2025-10-22 15:09:00,TRANSF. DIRECTA A LAVERDE  MUÑOZ JORGE DAVID,-16.0,CUENTA
2025-10-23 14:09:00,TRANSF. DEUNA A ERICK EDUARDO MOSQUERA HERRERA,-4.0,CUENTA
2025-10-24 13:04:00,TRANSF. DEUNA A ERICK EDUARDO MOSQUERA HERRERA,-4.0,CUENTA
2025-10-24 20:30:00,2510271XGVNA-MASTE BP-REC-54660500045502,-3267.0,CUENTA
2025-10-24 21:31:00,TRANSF. DIRECTA A MONTALVO  VALDIVIEZO FABRICIO SEBASTIAN,-25.0,CUENTA
2025-10-27 02:54:00,TRANSF. DIRECTA DE MONTALVO VALDIVIEZO FABRICIO SEBASTIAN,7.0,CUENTA
2025-10-27 03:00:00,TRANSF. DIRECTA A RAMIREZ  MATUTE ESTELITA OLINDA,-44.0,CUENTA
2025-10-28 12:12:00,TRANSF. DEUNA A AGROMIRO EC S A AGROMIRO EC,-3.5,CUENTA
2025-10-28 12:39:00,TRANSF. DEUNA A MAURO FIDEL MAINGUEZ LAGOS,-1.6,CUENTA
2025-10-29 13:22:00,TRANSF. DIRECTA A MOSQUERA  HERRERA ERICK EDUARDO,-4.0,CUENTA
2025-10-30 12:40:00,TRANSFERENCIA INTERBANCARIA ENVIADA,-3.75,CUENTA
2025-10-31 14:11:00,TRANSF. DIRECTA A FOUNES  PINTO GIOVANNY FRANCISCO,-3.0,CUENTA
2025-11-05 13:34:00,2511051XGVNA-MASTE BP-REC-22306700007562,-141.95,CUENTA
2025-11-05 12:46:00,TRANSF. DEUNA A ERICK EDUARDO MOSQUERA HERRERA,-4.0,CUENTA
2025-11-06 07:21:00,TRANSF. DIRECTA A PAZMIÑO  VALLEJO NORMA ISABEL,-50.0,CUENTA
2025-11-06 09:00:00,TRANSF. DIRECTA A ANDRADE  PALADINES DANAHE,-0.75,CUENTA
2025-11-06 09:07:00,TRANSF. DIRECTA DE ARCINIEGA BASANTES PAULINA MARIA,110.0,CUENTA
2025-11-06 09:08:00,TRANSF. DIRECTA DE ARCINIEGA BASANTES PAULINA MARIA,75.0,CUENTA
2025-11-06 12:54:00,TRANSF. DEUNA A ERICK EDUARDO MOSQUERA HERRERA,-4.0,CUENTA
2025-11-06 18:22:00,COBRO DE IVA POR PAGO DE SERVICIOS BANCARIOS,-0.05,CUENTA
2025-11-06 18:22:00,PAGO TARJETA INTERBANCARIA ENVIADA,-2.51,CUENTA
2025-11-07 13:29:00,TRANSF. DIRECTA A ENCALADA  ENCALADA OSMAN FREDDY,-10.0,CUENTA
2025-11-07 19:32:00,TRANSF. DIRECTA A ENCALADA  ENCALADA OSMAN FREDDY,-11.0,CUENTA
2025-11-07 19:56:00,TRANSF. DIRECTA A LOS HOT DOGS DE LA GONZALEZ SUAREZ HOTDOGS S.A.S,-7.99,CUENTA
2025-11-11 12:23:00,TRANSF. DEUNA A AGROMIRO EC S A AGROMIRO EC,-5.85,CUENTA
2025-11-11 12:24:00,TRANSF. INTERBANCARIA DE GUSTAVO DAVID JARA RAMIREZ,2.5,CUENTA
2025-11-11 12:25:00,TRANSF. INTERBANCARIA DE GUSTAVO DAVID JARA RAMIREZ,39.0,CUENTA
2025-11-11 12:25:00,TRANSF. DEUNA A GUSTAVO DAVID JARA RAMIREZ,-38.0,CUENTA
2025-11-11 12:57:00,TRANSF. DIRECTA A CAIZA  ESPINOSA NARCIZA DEL PILAR,-40.0,CUENTA
2025-11-12 13:49:00,TRANSF. DIRECTA A VALLEJO  TRUJILLO JANETH ESTHER,-1.5,CUENTA
2025-11-13 12:29:00,TRANSF. DEUNA A JESSENIA PATRICIA DELGADO ZAMBRANO,-3.95,CUENTA
2025-11-14 14:37:00,TRANSFERENCIA INTERBANCARIA ENVIADA,-2.5,CUENTA
2025-11-14 18:51:00,15341620-NOVAECUADOR    -3V-TU BANCA PRO,-45.07,CUENTA
2025-11-14 20:58:00,TRANSFERENCIA INTERBANCARIA ENVIADA,-3.0,CUENTA
2025-11-17 09:34:00,TRANSF. DIRECTA A PANILUISA  CHICAIZA EDISON ORLANDO,-2.13,CUENTA
2025-11-17 13:18:00,TRANSF. DIRECTA A MEDIAVILLA  MORALES CORINA JEANETTE,-8.0,CUENTA
2025-11-17 09:56:00,TRANSF. DIRECTA A ULLOA  HALLO MILTON ANIBAL,-1.5,CUENTA
2025-11-17 10:52:00,RETIRO DE EFECTIVO SIN TARJETA DE 0979344605 EN CAJERO AUTOMÁTICO  - AV 9 DE OCTUBRE   AV ORELLANA,-30.0,CUENTA
2025-11-18 19:10:00,CERTIFICADO DE DEPOSITO,-10419.0,CUENTA
2025-11-18 19:12:00,CERTIFICADO DE DEPOSITO,-4214.0,CUENTA
2025-11-18 19:14:00,CERTIFICADO DE DEPOSITO,-27000.0,CUENTA
2025-11-19 12:43:00,TRANSF. DEUNA A JESSENIA PATRICIA DELGADO ZAMBRANO,-3.95,CUENTA
2025-11-21 09:33:00,PAGO TARJETA:  2230670000895647,-20.0,CUENTA
2025-11-21 14:10:00,TRANSF. DEUNA A EMILY CAROLINA CEVALLOS ALARCON,-3.25,CUENTA
2025-11-24 10:32:00,TRANSF. DIRECTA A VILLACRES  CARRILLO ALICIA,-6.0,CUENTA
2025-11-24 16:41:00,TRANSF. DEUNA A MARTHA IRENE ORBEA NOVILLO,-2.0,CUENTA
2025-11-24 19:33:00,TRANSF. DIRECTA DE ARCINIEGA BASANTES PAULINA MARIA,180.0,CUENTA
2025-11-24 19:34:00,TRANSF. DIRECTA DE ARCINIEGA BASANTES PAULINA MARIA,654.89,CUENTA
2025-11-25 07:59:00,TRANSF. DIRECTA DE ARCINIEGA BASANTES PAULINA MARIA,40.0,CUENTA
2025-11-26 15:36:00,TRANSF. DEUNA A ROSA CECILIA PULLAS URIBE,-12.0,CUENTA
2025-11-27 13:15:00,TRANSF. DEUNA A JESSENIA PATRICIA DELGADO ZAMBRANO,-3.5,CUENTA
2025-11-28 11:54:00,TRANSF. DIRECTA A MARTINEZ  VIZUETE KEVIN DANIEL,-8.0,CUENTA
2025-11-28 11:55:00,TRANSF. INTERBANCARIA DE GUSTAVO DAVID JARA RAMIREZ,3.75,CUENTA
2025-11-28 17:26:00,TRANSF. DEUNA A DANIEL LARREA LUNA,-10.0,CUENTA
2025-12-01 20:15:00,TRANSF. DIRECTA A PANILUISA  CHICAIZA EDISON ORLANDO,-5.1,CUENTA
2025-12-01 09:23:00,TRANSF. DIRECTA A VILLACRES  CARRILLO ALICIA,-7.25,CUENTA
2025-12-01 09:35:00,TRANSF. DIRECTA A CALLE  JACHO MARIA ALEJANDRA,-2.0,CUENTA
2025-12-01 09:45:00,TRANSF. DEUNA A BODEGA SAN LUKAS,-10.0,CUENTA
2025-12-01 09:45:00,TRANSF. DEUNA A ESTEFANY MICAELA MACAS QUILCA,-2.0,CUENTA
2025-12-01 09:57:00,TRANSF. DEUNA A RICARDO ISRAEL FONSECA MONTALVO,-3.5,CUENTA
2025-12-01 10:01:00,TRANSF. DEUNA A MARIA CRISTINA TAPIA LEON,-1.0,CUENTA
2025-12-01 12:54:00,TRANSF. DEUNA A JESSENIA PATRICIA DELGADO ZAMBRANO,-3.5,CUENTA
2025-12-04 10:47:00,TRANSF. DIRECTA A ALVAREZ  BURBANO DOMENICA MISHELL,-4.0,CUENTA
2025-12-04 13:12:00,2512041XGVNA-MASTE BP-REC-22306700007562,-206.37,CUENTA
2025-12-04 13:21:00,TRANSF. DEUNA A JESSENIA PATRICIA DELGADO ZAMBRANO,-3.95,CUENTA
2025-12-05 04:17:00,TRANSF. DIRECTA A BAYAS  CHACHA ALICIA LILIANA,-3.0,CUENTA
2025-12-05 04:50:00,TRANSF. DIRECTA A BAYAS  CHACHA ALICIA LILIANA,-3.0,CUENTA
2025-12-05 06:08:00,TRANSF. DIRECTA A TUQUINGA  TUQUINGA SEGUNDO JACINTO,-0.5,CUENTA
2025-12-08 12:31:00,TRANSF. DIRECTA A CHICHANDA  LOOR BETTY FABIOLA,-8.0,CUENTA
2025-12-08 21:22:00,TRANSF. DIRECTA A LINCANGO  MURILLO RUTH LORENA,-2.5,CUENTA
2025-12-08 05:43:00,TRANSF. DIRECTA A CASTRO  PUENTES JHOE ABRAHAM,-10.0,CUENTA
2025-12-08 08:37:00,TRANSF. DIRECTA A FLORES  FLORES JEANNETH CRISTINA,-2.5,CUENTA
2025-12-08 14:48:00,TRANSF. DEUNA A JESSENIA PATRICIA DELGADO ZAMBRANO,-3.5,CUENTA
2025-12-09 12:13:00,TRANSF. DIRECTA A DAZA  ROMERO GINA SORAYA DE LOS ANGELES,-2.5,CUENTA
2025-12-12 10:19:00,TRANSF. DIRECTA DE ARCENTALES ARCINIEGA ARIANNA NICOLE,25.0,CUENTA
2025-12-12 13:41:00,TRANSF. DEUNA A MEI WAH RESTAURANTE,-10.55,CUENTA
2025-12-12 13:44:00,TRANSF. DIRECTA DE CRISTHIAN JHONEL MORENO PANEZO,3.99,CUENTA
2025-12-15 13:24:00,TRANSF. DEUNA A GREGORY ALESSANDRO ARIAS VACA,-6.5,CUENTA
2025-12-15 13:00:00,TRANSF. DIRECTA A DELGADO  ALMEIDA JOEL RICARDO,-10.8,CUENTA
2025-12-15 10:18:00,TRANSF. DIRECTA A PEREZ  GARCIA LILIANA PATRICIA,-4.0,CUENTA
2025-12-15 12:23:00,TRANSF. DEUNA A MARIA DIGNA EMERITA PASPUEL ISIZAN,-5.0,CUENTA
2025-12-16 09:05:00,PAGO TARJETA DE CREDITO MASTERCARD BANCO PICHINCHA  22306700007562,-163.72,CUENTA
2025-12-17 13:11:00,TRANSF. DEUNA A JESSENIA PATRICIA DELGADO ZAMBRANO,-3.95,CUENTA
2025-12-18 16:09:00,TRANSF. DEUNA A JORGE DAVID LAVERDE MUNOZ,-16.0,CUENTA
2025-12-18 17:04:00,TRANSF. DEUNA A LIBRERIA STUDIUM CIA LTDA LIBRERIA STUDIUM CIA LTDA,-34.0,CUENTA
2025-12-19 06:39:00,CANCELACION PLAZO FIJO,27000.0,CUENTA
2025-12-19 06:39:00,TRANSFERENCIA INTERIOR,67.43,CUENTA
2025-12-19 06:39:00,RETENCION 2% RENDIMIENTO FINANCIERO,-1.35,CUENTA
2025-12-19 09:48:00,TRANSF. DEUNA A LESSLY JHOANA SALCAN TIPANTA,-1.0,CUENTA
2025-12-22 08:59:00,CANCELACION PLAZO FIJO,10419.0,CUENTA
2025-12-22 08:59:00,TRANSFERENCIA INTERIOR,28.54,CUENTA
2025-12-22 08:59:00,RETENCION 2% RENDIMIENTO FINANCIERO,-0.57,CUENTA
2025-12-22 13:10:00,TRANSF. DIRECTA A CHICHANDA  LOOR BETTY FABIOLA,-4.0,CUENTA
2025-12-22 11:20:00,TRANSF. DIRECTA DE ARCINIEGA BASANTES PAULINA MARIA,110.0,CUENTA
2025-12-22 11:30:00,TRANSF. DIRECTA DE ARCINIEGA BASANTES PAULINA MARIA,75.0,CUENTA
2025-12-22 11:32:00,TRANSF. DIRECTA A SOSA  LOROÑA ANTHONY SEBASTIAN,-1.0,CUENTA
2025-12-22 11:34:00,TRANSF. DIRECTA A SOSA  LOROÑA ANTHONY SEBASTIAN,-1.5,CUENTA
2025-12-22 12:55:00,TRANSF. DIRECTA DE ARCINIEGA BASANTES PAULINA MARIA,45.0,CUENTA
2025-12-22 13:15:00,TRANSF. DIRECTA A FOUNES  PINTO GIOVANNY FRANCISCO,-1.0,CUENTA
2025-12-22 14:12:00,TRANSF. DIRECTA A PEREZ  GARCIA LILIANA PATRICIA,-2.0,CUENTA
2025-12-22 14:26:00,TRANSF. DIRECTA A JIMENEZ  EGAS LEANDRO IVAN,-6.0,CUENTA
2025-12-23 13:04:00,TRANSF. DEUNA A SUSANA VALLA TENESACA,-1.0,CUENTA
2025-12-23 18:36:00,TRANSF. DEUNA A NORALMA CECIBELL MENDOZA ANDRADE,-16.0,CUENTA
2025-12-23 19:20:00,TRANSF. DIRECTA A CHIPANTASI  IBAÑEZ NELLY MARIBEL,-1.0,CUENTA
2025-12-24 10:29:00,TRANSF. DIRECTA A VILLACRES  CARRILLO ALICIA,-2.0,CUENTA
2025-12-24 14:10:00,TRANSF. DEUNA A JESSENIA PATRICIA DELGADO ZAMBRANO,-6.5,CUENTA
2025-12-26 10:27:00,TRANSF. DIRECTA A VILLACRES  CARRILLO ALICIA,-6.0,CUENTA
2025-12-26 19:49:00,COBRO DE IVA POR PAGO DE SERVICIOS BANCARIOS,-0.04,CUENTA
2025-12-26 19:49:00,251226076ZKJ-AUTOMOTO-REC-1714675020,-4900.0,CUENTA
2025-12-29 13:57:00,TRANSF. DIRECTA A ARCENTALES  ARCINIEGA ARIANNA NICOLE,-4900.0,CUENTA
